user_id,age,subscription_plan,country,last_login_date,favorite_genre,monthly_watch_time_mins,customer_support_tickets
10071,32,Básico,Argentina,2021-02-12,Acción,678.0,0
10072,13,Básico,Brasil,2023-02-01,Documental,742.0,1
10073,28,Básico,Argentina,2025-02-16,Acción,620.0,0
10074,51,Premium,Chile,2022-02-03,Acción,926.0,1
10075,23,Estándar,Chile,2019-10-29,Thriller,658.0,1
10076,38,Básico,Uruguay,2000-01-01,Crimen,1150.0,1
10077,18,Premium,Chile,2021-12-26,Documental,1891.625,0
10078,33,Premium,Perú,2020-05-08,Drama,1060.0,0
10079,26,Premium,Argentina,2025-07-08,Crimen,0.0,0
10080,38,Estándar,México,2020-12-29,Crimen,1462.0,1
10081,26,Básico,Argentina,2000-01-01,Sin Especificar,984.0,0
10082,23,Premium,Chile,2025-08-31,Thriller,935.0,0
10083,33,Estándar,México,2025-04-08,Documental,714.0,0
10084,27,Básico,Brasil,2018-10-20,Crimen,1363.0,3
10085,34,Estándar,Perú,2024-10-31,Documental,927.0,0
10086,38,Estándar,Perú,2025-02-13,Sin Especificar,1400.0,0
10087,56,Estándar,Chile,2019-12-02,Drama,923.0,1
10088,38,Estándar,Brasil,2023-12-28,Acción,840.0,1
10089,38,Básico,Argentina,2020-09-29,Documental,249.0,2
10090,17,Premium,Chile,2019-11-01,Thriller,1311.0,0
10091,34,Estándar,Uruguay,2023-03-09,Comedia,694.0,1
10092,19,Básico,Perú,2022-04-04,Drama,179.0,1
10093,29,Básico,Uruguay,2021-01-10,Drama,211.0,0
10094,36,Estándar,Colombia,2025-03-06,Acción,861.0,1
10095,53,Básico,México,2000-01-01,Romance,470.0,2
10096,19,Básico,Perú,2024-03-31,Crimen,19.0,0
10097,48,Básico,Colombia,2020-06-18,Thriller,622.0,0
10098,29,Básico,Argentina,2025-09-05,Crimen,0.0,1
10099,38,Estándar,Uruguay,2021-08-21,Documental,1377.0,0
10100,42,Estándar,México,2018-08-18,Sin Especificar,757.0,2
10101,26,Básico,Colombia,2020-07-27,Acción,394.0,0
10102,13,Premium,Perú,2018-05-12,Acción,1369.0,0
10103,27,Básico,México,2000-01-01,Acción,792.0,2
10104,45,Básico,Colombia,2022-07-02,Thriller,306.0,0
10105,14,Básico,Chile,2021-01-01,Acción,565.0,0
10106,20,Estándar,México,2018-09-29,Documental,936.0,0
10107,23,Básico,Uruguay,2020-05-14,Comedia,427.0,0
10108,26,Estándar,Argentina,2024-05-12,Drama,1093.0,1
10109,13,Premium,Colombia,2021-07-12,Thriller,820.0,1
10110,36,Básico,México,2020-05-20,Drama,579.0,1
10111,32,Estándar,Colombia,2025-05-08,Thriller,886.0,0
10112,38,Estándar,Chile,2023-08-07,Acción,715.0,0
10113,30,Premium,Perú,2022-06-09,Acción,1453.0,2
10114,57,Básico,Perú,2025-03-18,Romance,45.0,1
10115,36,Básico,México,2000-01-01,Romance,60.0,2
10116,33,Estándar,México,2019-08-09,Thriller,1187.0,3
10117,29,Estándar,Brasil,2020-12-20,Documental,1428.0,2
10118,13,Estándar,Uruguay,2019-07-26,Romance,1066.0,1
10119,43,Estándar,Perú,2020-10-07,Documental,555.0,1
10120,24,Básico,Chile,2024-04-18,Acción,152.0,0
10121,13,Estándar,Chile,2024-01-17,Crimen,656.0,0
10122,30,Estándar,México,2020-12-12,Thriller,709.0,0
10123,26,Básico,México,2024-07-22,Crimen,967.0,0
10124,30,Básico,Uruguay,2022-10-21,Acción,400.0,1
10125,21,Estándar,Perú,2024-07-18,Drama,617.0,1
10126,39,Básico,Uruguay,2022-06-24,Drama,972.0,2
10127,44,Estándar,México,2022-01-22,Thriller,838.0,1
10128,19,Básico,Argentina,2020-06-17,Drama,1277.0,2
10129,25,Estándar,Argentina,2019-07-21,Thriller,640.0,1
10130,35,Básico,Perú,2023-09-19,Drama,912.0,0
10131,17,Estándar,Colombia,2023-07-15,Acción,238.0,0
10132,33,Estándar,Chile,2019-01-08,Drama,676.0,1
10133,13,Básico,Colombia,2018-07-12,Documental,899.0,0
10134,37,Premium,Chile,2000-01-01,Comedia,1068.0,2
10135,30,Estándar,México,2019-09-19,Romance,1178.0,1
10136,35,Básico,Argentina,2025-01-14,Thriller,508.0,0
10137,31,Estándar,Colombia,2019-10-18,Documental,730.0,2
10138,13,Básico,Chile,2000-01-01,Romance,262.0,2
10139,37,Estándar,Argentina,2022-09-26,Romance,1128.0,1
10140,28,Básico,Uruguay,2024-09-08,Crimen,898.0,0
10141,26,Premium,México,2018-09-18,Thriller,0.0,2
10142,37,Estándar,Argentina,2022-04-26,Comedia,862.0,0
10143,37,Estándar,Perú,2022-04-13,Drama,303.0,0
10144,18,Básico,México,2024-09-06,Acción,582.0,1
10145,14,Estándar,Argentina,2023-04-02,Acción,1027.0,1
10146,53,Estándar,Perú,2023-12-08,Comedia,1353.0,1
10147,38,Básico,Uruguay,2020-10-26,Acción,0.0,1
10148,16,Básico,México,2000-01-01,Thriller,736.0,1
10149,22,Estándar,Colombia,2018-02-17,Acción,1692.0,1
10150,27,Estándar,Brasil,2025-08-18,Documental,889.0,0
10151,29,Básico,Argentina,2019-04-15,Drama,628.0,1
10152,15,Premium,Brasil,2025-08-24,Thriller,1022.0,1
10153,13,Básico,México,2024-01-09,Drama,916.0,0
10154,33,Básico,Colombia,2020-12-28,Documental,749.0,2
10155,44,Básico,Argentina,2000-01-01,Thriller,697.0,0
10156,43,Básico,Brasil,2021-10-25,Romance,1186.0,0
10157,33,Premium,Perú,2019-04-02,Documental,1368.0,0
10158,17,Básico,Chile,2021-04-17,Documental,710.0,1
10159,30,Básico,Argentina,2022-11-16,Thriller,593.0,1
10160,44,Estándar,Colombia,2000-01-01,Comedia,941.0,0
10161,34,Premium,México,2023-02-02,Documental,1491.0,1
10162,27,Estándar,Argentina,2025-12-31,Thriller,1301.0,2
10163,52,Básico,México,2020-12-14,Crimen,383.0,0
10164,21,Básico,Argentina,2023-08-13,Drama,214.0,1
10165,31,Básico,México,2020-01-02,Comedia,267.0,1
10166,37,Premium,México,2023-09-11,Acción,1166.0,1
10167,35,Estándar,Brasil,2019-03-12,Acción,1008.0,0
10168,27,Básico,México,2025-01-05,Acción,358.0,2
10169,64,Estándar,México,2021-05-07,Comedia,1000.0,1
10170,60,Estándar,Argentina,2000-01-01,Drama,637.0,2
10171,16,Estándar,México,2023-09-11,Sin Especificar,621.0,1
10172,40,Estándar,Chile,2024-10-30,Thriller,786.0,0
10173,44,Estándar,Colombia,2020-03-25,Crimen,546.0,0
10174,27,Premium,Brasil,2019-09-19,Acción,1222.0,2
10175,42,Básico,Colombia,2022-03-12,Documental,1141.0,1
10176,30,Básico,Brasil,2019-10-24,Sin Especificar,752.0,1
10177,22,Premium,Brasil,2024-01-19,Comedia,1340.0,1
10178,36,Básico,Chile,2000-01-01,Acción,501.0,1
10179,41,Básico,Chile,2018-01-03,Thriller,0.0,0
10180,31,Básico,Perú,2024-09-19,Comedia,611.0,0
10181,29,Básico,Brasil,2021-08-20,Crimen,904.0,1
10182,39,Estándar,Colombia,2023-06-25,Drama,657.0,0
10183,58,Estándar,Uruguay,2018-03-21,Romance,613.0,0
10184,28,Premium,México,2019-04-04,Comedia,0.0,0
10185,32,Premium,México,2022-01-26,Crimen,758.0,2
10186,44,Estándar,Uruguay,2021-06-13,Acción,692.0,0
10187,13,Básico,Colombia,2020-09-07,Romance,369.0,1
10188,38,Estándar,Uruguay,2018-08-26,Documental,1071.0,1
10189,38,Estándar,Colombia,2020-09-13,Comedia,996.0,2
10190,48,Estándar,Colombia,2024-05-12,Romance,1007.0,0
10191,25,Básico,Argentina,2018-11-19,Thriller,1126.0,0
10192,14,Estándar,México,2018-12-17,Crimen,1031.0,0
10193,57,Básico,Perú,2023-06-14,Romance,427.0,2
10194,80,Básico,Uruguay,2018-10-11,Drama,821.0,1
10195,16,Básico,Chile,2023-12-22,Thriller,521.0,0
10196,46,Básico,Brasil,2019-05-31,Thriller,579.0,0
10197,41,Premium,Chile,2019-06-10,Romance,837.0,2
10198,36,Estándar,Perú,2025-05-26,Drama,1132.0,2
10199,27,Premium,Perú,2023-05-01,Documental,1498.0,2
10200,58,Estándar,Chile,2024-03-01,Acción,630.0,0
10201,21,Estándar,Perú,2019-11-08,Documental,681.0,0
10202,40,Estándar,Uruguay,2020-12-21,Comedia,211.0,0
10203,29,Básico,Perú,2023-12-02,Thriller,98.0,0
10204,32,Premium,Brasil,2024-10-20,Thriller,1311.0,2
10205,45,Estándar,Chile,2022-09-30,Crimen,0.0,0
10206,52,Estándar,Perú,2020-05-17,Comedia,1375.0,1
10207,18,Estándar,Brasil,2024-01-18,Romance,354.0,0
10208,28,Estándar,Chile,2025-09-26,Thriller,1294.0,0
10209,13,Básico,Argentina,2020-04-03,Acción,671.0,0
10210,53,Estándar,Uruguay,2025-12-30,Comedia,1891.625,0
10211,18,Básico,México,2021-06-30,Crimen,893.0,0
10212,54,Básico,Perú,2022-06-23,Sin Especificar,1042.0,0
10213,32,Básico,Brasil,2025-07-14,Comedia,869.0,1
10214,60,Premium,Argentina,2025-04-15,Acción,747.0,0
10215,30,Premium,Uruguay,2022-03-10,Thriller,1815.0,2
10216,30,Básico,Argentina,2022-11-30,Romance,406.0,0
10217,36,Estándar,Uruguay,2023-10-21,Crimen,564.0,1
10218,34,Básico,México,2023-01-24,Comedia,678.0,0
10219,21,Básico,Uruguay,2000-01-01,Comedia,579.0,0
10220,37,Básico,Brasil,2020-10-12,Romance,342.0,0
10221,44,Premium,Chile,2020-07-09,Acción,1309.0,1
10222,36,Básico,Argentina,2018-09-20,Acción,886.0,3
10223,44,Básico,Chile,2021-10-16,Comedia,1131.0,1
10224,29,Básico,México,2018-03-28,Thriller,616.0,3
10225,43,Básico,Colombia,2024-08-06,Acción,425.0,1
10226,50,Estándar,México,2024-03-18,Thriller,1358.0,1
10227,13,Básico,México,2020-07-31,Documental,1116.0,0
10228,49,Estándar,Brasil,2024-08-07,Comedia,1073.0,4
10229,35,Básico,Uruguay,2020-06-21,Romance,172.0,0
10230,53,Estándar,México,2018-01-30,Crimen,954.0,1
10231,35,Básico,Uruguay,2018-10-18,Crimen,672.0,1
10232,38,Estándar,Colombia,2025-12-09,Documental,495.0,2
10233,37,Básico,Brasil,2025-01-28,Thriller,397.0,1
10234,27,Básico,Argentina,2018-08-30,Comedia,714.0,0
10235,32,Básico,Colombia,2020-07-26,Drama,805.0,0
10236,21,Básico,Colombia,2018-10-04,Acción,572.0,1
10237,40,Básico,Argentina,2018-05-09,Crimen,921.0,2
10238,23,Estándar,Uruguay,2021-09-15,Thriller,511.0,2
10239,31,Básico,Argentina,2018-10-18,Documental,189.0,1
10240,18,Básico,México,2023-10-07,Thriller,596.0,0
10241,18,Estándar,Argentina,2020-09-01,Acción,1091.0,0
10242,42,Estándar,Chile,2021-02-14,Acción,354.0,0
10243,46,Estándar,Colombia,2000-01-01,Sin Especificar,1891.625,2
10244,47,Básico,Argentina,2023-06-12,Documental,1099.0,0
10245,21,Premium,Uruguay,2020-05-27,Sin Especificar,0.0,0
10246,17,Estándar,México,2024-01-18,Acción,1114.0,0
10247,17,Básico,Uruguay,2019-06-26,Comedia,490.0,0
10248,33,Básico,Colombia,2024-05-27,Thriller,586.0,0
10249,35,Estándar,Perú,2024-06-18,Comedia,971.0,0
10250,53,Básico,Uruguay,2023-04-21,Thriller,452.0,1
10251,24,Estándar,Uruguay,2020-09-22,Acción,1103.0,0
10252,39,Estándar,Uruguay,2023-04-22,Acción,957.0,0
10253,25,Básico,Chile,2000-01-01,Documental,174.0,0
10254,49,Básico,Chile,2020-02-19,Thriller,562.0,1
10255,38,Estándar,Uruguay,2019-01-22,Comedia,1299.0,1
10256,60,Estándar,Chile,2019-02-02,Acción,1068.0,1
10257,40,Básico,México,2025-05-23,Comedia,383.0,0
10258,42,Estándar,Brasil,2022-11-01,Acción,888.0,0
10259,21,Premium,Colombia,2021-12-22,Crimen,1247.0,0
10260,24,Estándar,Uruguay,2022-10-01,Drama,962.0,0
10261,36,Premium,Uruguay,2000-01-01,Comedia,840.0,0
10262,34,Básico,Perú,2023-03-28,Documental,476.0,1
10263,33,Estándar,Perú,2018-08-10,Romance,376.0,1
10264,26,Estándar,Uruguay,2025-07-21,Drama,753.0,2
10265,15,Estándar,Uruguay,2025-04-30,Acción,1142.0,0
10266,17,Básico,Uruguay,2000-01-01,Acción,478.0,3
10267,27,Básico,Perú,2019-02-08,Crimen,0.0,1
10268,16,Básico,Chile,2018-09-06,Crimen,609.0,3
10269,35,Estándar,Uruguay,2022-07-08,Romance,539.0,0
10270,42,Premium,Brasil,2021-10-21,Thriller,754.0,1
10271,37,Premium,Chile,2019-03-24,Thriller,916.0,0
10272,37,Básico,Brasil,2020-10-15,Thriller,497.0,1
10273,37,Estándar,Uruguay,2020-02-24,Sin Especificar,1106.0,1
10274,35,Estándar,Brasil,2020-02-19,Drama,1401.0,2
10275,13,Estándar,Uruguay,2000-01-01,Documental,909.0,3
10276,48,Premium,Chile,2023-01-12,Acción,445.0,0
10277,45,Estándar,Argentina,2019-07-29,Drama,861.0,0
10278,30,Estándar,Colombia,2022-09-25,Drama,770.0,1
10279,26,Premium,Colombia,2020-01-22,Crimen,1447.0,1
10280,40,Básico,Perú,2021-02-14,Drama,893.0,1
10281,21,Básico,Argentina,2023-03-10,Comedia,0.0,1
10282,31,Premium,Brasil,2020-10-20,Documental,1061.0,1
10283,29,Estándar,Brasil,2018-11-05,Crimen,1026.0,0
10284,18,Básico,Colombia,2022-12-21,Acción,625.0,2
10285,32,Estándar,México,2024-03-04,Comedia,822.0,0
10286,48,Estándar,México,2019-02-06,Crimen,857.0,1
10287,40,Estándar,Perú,2018-07-27,Thriller,287.0,2
10288,30,Básico,Brasil,2025-04-25,Documental,544.0,1
10289,49,Básico,Chile,2024-01-24,Crimen,415.0,2
10290,48,Estándar,Colombia,2018-03-02,Comedia,655.0,1
10291,24,Premium,Argentina,2019-01-18,Thriller,1357.0,0
10292,28,Premium,Brasil,2020-08-26,Comedia,888.0,0
10293,54,Premium,México,2019-11-13,Comedia,1022.0,0
10294,54,Básico,Colombia,2022-07-23,Acción,310.0,0
10295,27,Estándar,Brasil,2023-06-13,Comedia,0.0,1
10296,53,Premium,Perú,2023-05-26,Thriller,1456.0,1
10297,47,Estándar,Perú,2020-05-25,Thriller,642.0,1
10298,28,Básico,Chile,2022-07-01,Romance,266.0,0
10299,52,Premium,Uruguay,2018-08-29,Acción,1352.0,1
10300,48,Básico,Colombia,2019-11-06,Romance,736.0,4
10301,56,Básico,Brasil,2000-01-01,Comedia,1044.0,0
10302,27,Estándar,Brasil,2000-01-01,Documental,1097.0,1
10303,46,Premium,Brasil,2000-01-01,Thriller,1088.0,1
10304,20,Básico,Perú,2020-12-22,Romance,534.0,1
10305,44,Básico,Uruguay,2023-02-07,Thriller,799.0,0
10306,43,Premium,Colombia,2021-03-14,Thriller,0.0,0
10307,44,Premium,Colombia,2022-09-29,Romance,928.0,1
10308,33,Básico,Uruguay,2025-10-24,Comedia,622.0,2
10309,13,Básico,Perú,2024-03-26,Romance,833.0,0
10310,13,Estándar,Perú,2025-06-04,Crimen,878.0,0
10311,15,Estándar,Chile,2023-06-17,Crimen,681.0,0
10312,20,Estándar,México,2000-01-01,Documental,1032.0,2
10313,25,Premium,Perú,2020-02-17,Drama,891.0,1
10314,39,Básico,Colombia,2021-04-30,Drama,772.0,1
10315,21,Básico,Chile,2020-06-10,Acción,0.0,2
10316,55,Estándar,Perú,2018-08-28,Acción,519.0,1
10317,26,Básico,Perú,2024-06-30,Thriller,294.0,1
10318,37,Premium,Uruguay,2024-01-30,Acción,1069.0,0
10319,37,Estándar,Perú,2018-09-07,Comedia,840.0,0
10320,44,Estándar,Uruguay,2021-07-08,Documental,825.0,0
10321,46,Básico,México,2018-08-23,Crimen,712.0,1
10322,13,Estándar,Uruguay,2018-07-25,Crimen,914.0,2
10323,34,Básico,Uruguay,2024-07-20,Acción,823.0,1
10324,80,Básico,Brasil,2023-05-07,Thriller,421.0,1
10325,23,Premium,Brasil,2023-08-22,Romance,0.0,0
10326,22,Premium,Chile,2023-12-16,Romance,1526.0,1
10327,26,Básico,Uruguay,2019-10-07,Comedia,639.0,0
10328,37,Básico,Argentina,2018-08-21,Thriller,526.0,1
10329,37,Básico,Chile,2023-09-12,Acción,784.0,1
10330,40,Premium,Colombia,2018-11-25,Drama,881.0,0
10331,29,Estándar,Chile,2020-02-01,Documental,555.0,1
10332,45,Estándar,Perú,2018-10-08,Documental,712.0,1
10333,19,Estándar,Uruguay,2024-09-03,Romance,1891.625,0
10334,29,Premium,Perú,2018-10-06,Romance,1318.0,0
10335,29,Básico,Brasil,2025-07-28,Documental,688.0,1
10336,38,Básico,Argentina,2020-08-21,Documental,620.0,0
10337,37,Premium,México,2022-07-12,Romance,1389.0,0
10338,15,Básico,Brasil,2019-05-07,Acción,93.0,0
10339,27,Estándar,Chile,2024-05-22,Acción,821.0,0
10340,28,Premium,Chile,2020-10-05,Documental,1390.0,1
10341,44,Básico,Perú,2024-06-29,Thriller,381.0,0
10342,38,Básico,Colombia,2024-09-01,Drama,1891.625,0
10343,13,Estándar,México,2000-01-01,Drama,755.0,0
10344,45,Premium,Perú,2024-12-11,Romance,0.0,0
10345,42,Básico,México,2018-12-02,Sin Especificar,342.0,2
10346,22,Básico,Brasil,2022-09-14,Drama,626.0,3
10347,13,Básico,Uruguay,2025-05-16,Acción,767.0,2
10348,59,Estándar,Uruguay,2024-07-18,Drama,494.0,1
10349,22,Básico,Brasil,2024-05-04,Documental,560.0,2
10350,34,Estándar,Colombia,2023-11-12,Acción,1392.0,0
10351,28,Básico,México,2021-07-19,Thriller,0.0,1
10352,61,Estándar,Brasil,2020-12-04,Thriller,688.0,0
10353,31,Básico,Colombia,2020-04-16,Documental,552.0,1
10354,13,Básico,Chile,2025-07-06,Documental,89.0,0
10355,43,Básico,Argentina,2021-07-10,Crimen,364.0,0
10356,46,Estándar,México,2020-09-04,Acción,857.0,1
10357,25,Básico,Uruguay,2020-12-23,Crimen,66.0,1
10358,45,Premium,Chile,2022-06-10,Crimen,976.0,0
10359,28,Básico,Perú,2019-06-21,Sin Especificar,597.0,1
10360,30,Estándar,Chile,2025-07-14,Crimen,565.0,0
10361,52,Básico,Chile,2025-03-28,Sin Especificar,393.0,0
10362,36,Estándar,Chile,2021-05-13,Documental,991.0,1
10363,42,Estándar,Uruguay,2023-02-16,Documental,925.0,1
10364,20,Básico,Colombia,2021-07-19,Thriller,585.0,0
10365,66,Básico,Brasil,2018-10-25,Acción,395.0,1
10366,44,Premium,Colombia,2018-02-08,Documental,0.0,4
10367,19,Básico,Chile,2023-02-21,Acción,844.0,0
10368,40,Premium,Perú,2024-12-19,Drama,1306.0,0
10369,43,Básico,Argentina,2000-01-01,Acción,0.0,2
10370,30,Básico,Argentina,2019-02-14,Drama,161.0,1
10371,13,Básico,Perú,2018-10-28,Romance,657.0,2
10372,35,Premium,Uruguay,2024-01-12,Acción,0.0,1
10373,33,Básico,México,2020-05-23,Documental,366.0,2
10374,20,Básico,México,2023-09-04,Crimen,434.0,1
10375,32,Premium,Uruguay,2020-12-22,Comedia,1891.625,4
10376,32,Básico,Colombia,2019-06-27,Thriller,693.0,2
10377,27,Premium,México,2000-01-01,Comedia,934.0,2
10378,58,Básico,México,2018-10-09,Romance,577.0,0
10379,37,Básico,Brasil,2020-09-27,Drama,436.0,1
10380,46,Estándar,Perú,2022-02-22,Crimen,647.0,0
10381,39,Premium,Perú,2021-03-13,Documental,1393.0,2
10382,29,Estándar,Uruguay,2000-01-01,Drama,940.0,2
10383,38,Estándar,Colombia,2022-11-30,Romance,841.0,0
10384,73,Estándar,Perú,2024-02-04,Romance,452.0,2
10385,40,Estándar,Uruguay,2000-01-01,Documental,948.0,1
10386,32,Premium,Uruguay,2021-05-24,Crimen,1595.0,0
10387,41,Estándar,Perú,2024-11-10,Romance,0.0,0
10388,57,Estándar,Colombia,2025-05-02,Comedia,773.0,0
10389,22,Premium,México,2023-12-07,Acción,708.0,1
10390,27,Básico,Argentina,2018-02-02,Thriller,824.0,2
10391,43,Estándar,Perú,2025-06-28,Drama,1091.0,2
10392,24,Básico,Colombia,2024-03-21,Romance,542.0,0
10393,24,Premium,Brasil,2021-05-11,Comedia,1052.0,0
10394,25,Premium,Uruguay,2025-06-10,Acción,1258.0,0
10395,32,Básico,Uruguay,2019-03-01,Comedia,323.0,0
10396,43,Básico,Brasil,2019-07-05,Romance,488.0,0
10397,34,Estándar,Brasil,2020-12-19,Documental,857.0,1
10398,34,Básico,Chile,2019-04-18,Thriller,871.0,1
10399,20,Estándar,Uruguay,2019-03-15,Crimen,1100.0,1
10400,20,Estándar,Chile,2024-03-16,Thriller,871.0,1
10401,38,Básico,Uruguay,2019-09-29,Drama,247.0,0
10402,34,Básico,Colombia,2021-01-20,Acción,547.0,2
10403,39,Básico,Uruguay,2021-02-28,Documental,494.0,1
10404,46,Estándar,Chile,2024-10-13,Romance,911.0,1
10405,41,Estándar,Argentina,2020-05-12,Comedia,796.0,0
10406,42,Premium,Perú,2021-11-05,Comedia,1186.0,0
10407,40,Básico,Uruguay,2020-04-13,Documental,435.0,2
10408,36,Estándar,Chile,2025-09-16,Drama,759.0,0
10409,34,Básico,Perú,2025-02-10,Comedia,1485.0,4
10410,30,Estándar,Uruguay,2020-12-17,Romance,955.0,1
10411,38,Estándar,Uruguay,2023-09-02,Crimen,1052.0,1
10412,42,Básico,México,2023-06-25,Thriller,497.0,1
10413,29,Estándar,Brasil,2000-01-01,Thriller,1479.0,0
10414,46,Estándar,Brasil,2018-07-28,Thriller,1016.0,0
10415,21,Premium,Chile,2000-01-01,Acción,1402.0,2
10416,23,Premium,Uruguay,2025-02-11,Crimen,0.0,1
10417,58,Básico,Uruguay,2000-01-01,Romance,619.0,0
10418,24,Básico,Argentina,2021-02-07,Comedia,593.0,0
10419,13,Básico,Perú,2018-06-30,Comedia,318.0,0
10420,45,Estándar,Brasil,2018-01-15,Thriller,1464.0,2
10421,49,Estándar,Brasil,2021-09-28,Acción,908.0,0
10422,37,Premium,Chile,2019-06-20,Thriller,1331.0,1
10423,44,Premium,Perú,2025-02-22,Crimen,1717.0,1
10424,44,Estándar,Argentina,2020-12-08,Documental,1484.0,2
10425,28,Básico,Brasil,2019-10-24,Crimen,827.0,2
10426,80,Premium,Colombia,2022-12-15,Acción,1316.0,1
10427,30,Básico,Brasil,2024-03-09,Sin Especificar,599.0,1
10428,14,Estándar,Brasil,2025-11-30,Acción,909.0,0
10429,44,Estándar,Chile,2022-10-18,Acción,652.0,0
10430,16,Básico,Argentina,2000-01-01,Drama,752.0,3
10431,14,Básico,México,2018-02-09,Romance,698.0,0
10432,35,Básico,México,2019-04-04,Crimen,563.0,3
10433,32,Estándar,Perú,2018-11-05,Acción,452.0,1
10434,36,Estándar,Colombia,2025-10-01,Thriller,930.0,0
10435,18,Básico,Chile,2019-09-03,Romance,743.0,1
10436,28,Estándar,Brasil,2024-02-13,Crimen,829.0,0
10437,24,Premium,México,2018-05-28,Drama,649.0,0
10438,26,Básico,Brasil,2000-01-01,Acción,973.0,3
